align$name,queryName,align$alignment_name,query,subject
L25499_[M+H]+,./lxy-CID30.mzXML,L25499_[M+H]+#./lxy-CID30.mzXML#1933,"60.4174041748047,0.000296548108137587 76.2310028076172,0.00139361094664039 86.1733245849609,1 87.0100555419922,0.000489071093700929 88.1486129760742,0.0015451665013402 90.0807952880859,0.000501412468982149 91.2427062988281,0.000492011152418935 100.282928466797,0.00219866404048439 104.173522949219,0.00367590812073554 114.200149536133,0.00956577313819906 115.289581298828,0.00179131208998208","50.90493,0.00625614 73.02523,0.00616334 83.963463,0.00676407 86.093681,0.01185511 86.094757,0.02822067 86.096359,1 89.479019,0.00629641 99.803284,0.00663357 109.241287,0.00644343 121.089745,0.00614654 173.846725,0.00664545 251.993332,0.00619018 291.574127,0.00671012 299.217102,0.013967 299.225861,0.02693179"
L25500_[M+H]+,./lxy-CID30.mzXML,L25500_[M+H]+#./lxy-CID30.mzXML#1933,"60.4174041748047,0.000296548108137587 76.2310028076172,0.00139361094664039 86.1733245849609,1 87.0100555419922,0.000489071093700929 88.1486129760742,0.0015451665013402 90.0807952880859,0.000501412468982149 91.2427062988281,0.000492011152418935 100.282928466797,0.00219866404048439 104.173522949219,0.00367590812073554 114.200149536133,0.00956577313819906 115.289581298828,0.00179131208998208","70.797623,0.00597929 86.093674,0.0101653 86.094612,0.03272887 86.096321,1 132.101822,0.05451696 163.608063,0.00638081 167.20401,0.00667292 220.751297,0.00657472 247.115829,0.00632265 285.918457,0.00599648 299.193665,0.01396797 299.211731,0.01135157 299.224945,0.01371733"
L25708_[M+H]+,./lxy-CID30.mzXML,L25708_[M+H]+#./lxy-CID30.mzXML#1933,"60.4174041748047,0.000296548108137587 76.2310028076172,0.00139361094664039 86.1733245849609,1 87.0100555419922,0.000489071093700929 88.1486129760742,0.0015451665013402 90.0807952880859,0.000501412468982149 91.2427062988281,0.000492011152418935 100.282928466797,0.00219866404048439 104.173522949219,0.00367590812073554 114.200149536133,0.00956577313819906 115.289581298828,0.00179131208998208","69.059143,0.00174114 85.96225,1"
L25775_[M+H]+,./lxy-CID30.mzXML,L25775_[M+H]+#./lxy-CID30.mzXML#1933,"60.4174041748047,0.000296548108137587 76.2310028076172,0.00139361094664039 86.1733245849609,1 87.0100555419922,0.000489071093700929 88.1486129760742,0.0015451665013402 90.0807952880859,0.000501412468982149 91.2427062988281,0.000492011152418935 100.282928466797,0.00219866404048439 104.173522949219,0.00367590812073554 114.200149536133,0.00956577313819906 115.289581298828,0.00179131208998208","85.96785,1"
L25892_[M+H]+,./lxy-CID30.mzXML,L25892_[M+H]+#./lxy-CID30.mzXML#1933,"60.4174041748047,0.000296548108137587 76.2310028076172,0.00139361094664039 86.1733245849609,1 87.0100555419922,0.000489071093700929 88.1486129760742,0.0015451665013402 90.0807952880859,0.000501412468982149 91.2427062988281,0.000492011152418935 100.282928466797,0.00219866404048439 104.173522949219,0.00367590812073554 114.200149536133,0.00956577313819906 115.289581298828,0.00179131208998208","69.022598,0.00172713 86.032928,1"
L25911_[M+H]+,./lxy-CID30.mzXML,L25911_[M+H]+#./lxy-CID30.mzXML#1933,"60.4174041748047,0.000296548108137587 76.2310028076172,0.00139361094664039 86.1733245849609,1 87.0100555419922,0.000489071093700929 88.1486129760742,0.0015451665013402 90.0807952880859,0.000501412468982149 91.2427062988281,0.000492011152418935 100.282928466797,0.00219866404048439 104.173522949219,0.00367590812073554 114.200149536133,0.00956577313819906 115.289581298828,0.00179131208998208","86.040771,1"
L26529_[M+H]+,./lxy-CID30.mzXML,L26529_[M+H]+#./lxy-CID30.mzXML#1933,"60.4174041748047,0.000296548108137587 76.2310028076172,0.00139361094664039 86.1733245849609,1 87.0100555419922,0.000489071093700929 88.1486129760742,0.0015451665013402 90.0807952880859,0.000501412468982149 91.2427062988281,0.000492011152418935 100.282928466797,0.00219866404048439 104.173522949219,0.00367590812073554 114.200149536133,0.00956577313819906 115.289581298828,0.00179131208998208","86,1 87,0.1"
L26617_[M+H]+,./lxy-CID30.mzXML,L26617_[M+H]+#./lxy-CID30.mzXML#1933,"60.4174041748047,0.000296548108137587 76.2310028076172,0.00139361094664039 86.1733245849609,1 87.0100555419922,0.000489071093700929 88.1486129760742,0.0015451665013402 90.0807952880859,0.000501412468982149 91.2427062988281,0.000492011152418935 100.282928466797,0.00219866404048439 104.173522949219,0.00367590812073554 114.200149536133,0.00956577313819906 115.289581298828,0.00179131208998208","86,1 87.1,0.003 89.1,0.001"
L14253_[M+H]+,./lxy-CID30.mzXML,L14253_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","53.046,0.0070793 55.021,0.0502046 55.057,0.075729 56.053,0.0138988 57.061,0.0194843 58.046,0.0023381 59.051,0.0030525 62.932,0.0175359 67.06,0.0023381 69.072,0.0252647 73.03,0.0077288 73.066,0.0085731 86.1,0.0554004"
L14258_[M+H]+,./lxy-CID30.mzXML,L14258_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.073,0.0265925 86.099,1 132.106,0.11434"
L14260_[M+H]+,./lxy-CID30.mzXML,L14260_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","86.099,0.6193986 132.104,1"
L14265_[M+H]+,./lxy-CID30.mzXML,L14265_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","55.058,0.0040848 56.053,0.0042097 57.059,0.0206739 58.067,0.0218869 59.052,0.0028362 62.931,0.0014805 67.058,0.004834 69.073,0.5043078 71.075,0.0012486 73.067,0.0067427 86.099,1"
L14269_[M+H]+,./lxy-CID30.mzXML,L14269_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","55.057,0.004112 57.072,0.0016375 58.068,0.0010674 62.933,0.0044031 69.073,0.0405255 73.066,0.005046 86.099,1 132.104,0.0013464"
L14285_[M+H]+,./lxy-CID30.mzXML,L14285_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","86.099,1 132.106,0.1358701"
L17499_[M+H]+,./lxy-CID30.mzXML,L17499_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","55.2,0.04257529 56.1,0.01298027 57.2,0.05919003 58.1,0.03530633 59.1,0.02699896 67,0.03322949 68,0.00986501 69.3,1 73,0.03063344 86.2,0.84319834 97.1,0.00830737 98,0.12149533 99.9,0.00415369 115.1,0.00674974"
L17506_[M+H]+,./lxy-CID30.mzXML,L17506_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","50.2,0.00649804 54.8,0.00021481 58.8,0.00026851 67.6,0.00016111 68.8,0.00048333 70.7,0.00053703 73.2,0.00053703 74.3,0.00059073 77.8,0.00053703 83,0.00171849 86.2,0.97094678 97,0.00408141 100,0.00526288 113.9,0.00107406 115.3,0.1529456 132.1,1 150.4,0.00107406"
L17518_[M+H]+,./lxy-CID30.mzXML,L17518_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","55.2,0.08815903 56.1,0.00864304 57.2,0.04580812 59,0.03457217 66.9,0.00864304 69,0.1426102 72.8,0.0207433 73.8,0.01210026 83.3,0.01210026 86.2,1 88.1,0.02506482 96.9,0.00605013 115,0.18236819"
L17618_[M+H]+,./lxy-CID30.mzXML,L17618_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","55.1,0.00444079 57.1,0.00082237 58.3,0.00074013 59.3,0.00402961 67.2,0.00106908 69.2,0.17787829 70.8,0.00123355 73.1,0.00501645 73.9,0.00041118 79.1,0.00049342 81.9,0.00098684 82.9,0.00057566 86.2,1 97,0.01332237 98,0.04539474 99.9,0.00230263 114.3,0.00271382 115.3,0.04819079 132.1,0.00715461"
L17696_[M+H]+,./lxy-CID30.mzXML,L17696_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","50,0.04149473 69.1,0.00703041 73,0.00091701 74.2,0.00099343 78.1,0.00519639 82.2,0.00168119 83.2,0.00137552 83.5,0.00030567 86.2,0.96301391 95.2,0.00114626 96.8,0.00466147 98.2,0.0087116 99.8,0.00519639 114.2,0.0043558 115.3,0.27907688 132.1,1 150.5,0.00076418"
L17772_[M+H]+,./lxy-CID30.mzXML,L17772_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","55.2,0.00452192 57.5,0.00080228 59.1,0.00423018 66.6,0.0002188 69.2,0.01531617 71.1,0.00109401 72.2,0.00065641 72.9,0.00357377 74.1,0.00094814 78.8,0.0004376 83.3,0.0027715 86.2,1 88.3,0.00072934 95.3,0.0002188 97,0.01006491 99.9,0.00204216 114,0.00072934 115.1,0.06717234 132,0.01064838"
L17893_[M+H]+,./lxy-CID30.mzXML,L17893_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","55,0.00512096 59,0.00341397 61.3,0.00029431 67.3,0.00041203 69.2,0.07434222 71.3,0.00123609 72.2,0.00100065 72.9,0.00423804 79.1,0.00058862 83.2,0.00182471 86.2,1 87.2,0.00023545 97.1,0.01018306 100,0.00258991 114.2,0.00100065 115.1,0.01436223 132.1,0.00517982"
L18002_[M+H]+,./lxy-CID30.mzXML,L18002_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","55.1,0.00038574 59.3,0.00049595 69.2,0.00325123 71.1,0.00104701 72.9,0.00038574 73.2,0.00060616 77.8,0.00247975 82.1,0.00082658 83,0.00473908 86.2,1 90.9,0.00027553 97,0.00468397 100.2,0.00506971 103.8,0.00027553 113.8,0.00225933 115.3,0.0996859 132.1,0.86174023 150,0.00077148"
L18003_[M+H]+,./lxy-CID30.mzXML,L18003_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","55.2,0.04976201 56.9,0.00389442 59.1,0.01471225 67.2,0.01211597 69.1,0.54305495 72.7,0.0064907 79.9,0.00389442 82.8,0.00389442 86.2,1 97.3,0.00605798 100.2,0.00519256 115,0.00865426"
L18084_[M+H]+,./lxy-CID30.mzXML,L18084_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","55.1,0.28169014 67,0.04577465 69.2,0.68661972 69.7,0.01056338 86,0.54577465 182.3,0.02464789"
L20023_[M+H]+,./lxy-CID30.mzXML,L20023_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.0716,0.33733934 86.0972,1 97.9536,0.0947755 98.9638,0.29711234 115.9675,0.24002671 124.9671,0.18277416"
L20096_[M+H]+,./lxy-CID30.mzXML,L20096_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.0706,0.06774194 86.0954,1 88.0034,0.02211385 99.5113,0.02482732 115.9657,0.04409867 132.1024,0.0571537"
L20223_[M+H]+,./lxy-CID30.mzXML,L20223_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.0709,0.17628299 86.0954,1 132.1024,0.09472141"
L25116_[M+H]+,./lxy-CID30.mzXML,L25116_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","86.096558,0.60643922 132.102493,1"
L25118_[M+H]+,./lxy-CID30.mzXML,L25118_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","86.096542,0.87369575 132.102463,1"
L25122_[M+H]+,./lxy-CID30.mzXML,L25122_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","86.096588,1 132.102554,0.99390541"
L25125_[M+H]+,./lxy-CID30.mzXML,L25125_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.070274,0.07687752 86.096565,1"
L25131_[M+H]+,./lxy-CID30.mzXML,L25131_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.07032,0.06708522 86.096596,1 132.102432,0.01743506"
L25137_[M+H]+,./lxy-CID30.mzXML,L25137_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.070229,0.08169027 86.096519,1"
L25142_[M+H]+,./lxy-CID30.mzXML,L25142_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","86.09655,1 132.102509,0.59799775"
L25165_[M+H]+,./lxy-CID30.mzXML,L25165_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","74.804146,0.00508337 84.769707,0.00570968 86.093735,0.01237757 86.09494,0.02359133 86.096344,1 94.286476,0.00504134 132.101715,0.04731901 163.551666,0.00608873 165.35556,0.00529502 188.179993,0.00530454 212.025726,0.00537585 264.804077,0.00552024 299.217834,0.01772252"
L25169_[M+H]+,./lxy-CID30.mzXML,L25169_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.069969,0.03225743 71.47625,0.02964663 74.807106,0.03020229 86.094757,0.03785099 86.096367,1 137.812088,0.03507384 180.195618,0.02922827 222.979614,0.0350044 232.686783,0.03151199 299.220703,0.05577598 299.230408,0.0377369"
L25171_[M+H]+,./lxy-CID30.mzXML,L25171_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.070038,0.02998892 74.803925,0.02495082 74.810097,0.02059308 77.061958,0.02021638 77.449837,0.02071196 86.094864,0.02494894 86.096405,1 105.834656,0.02239518 128.17981,0.02165475 132.101898,0.20421814 137.849823,0.02202115 156.175339,0.02106249 162.071259,0.02376973 174.013535,0.02111664 178.189926,0.02291213 183.997665,0.02092487 217.561249,0.02468143 252.423019,0.0205976 276.126709,0.02275222 299.215179,0.05690071 299.226379,0.03230383 299.236908,0.05418808"
L25172_[M+H]+,./lxy-CID30.mzXML,L25172_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","58.260151,0.02208565 69.07,0.02966816 75.734718,0.02298109 82.486366,0.02256835 86.094574,0.047137 86.09639,1 130.516327,0.02429193 132.101746,0.0549096 190.506989,0.02233335 191.767258,0.02394246 209.879135,0.02192412 214.034103,0.0219432 226.300278,0.02297853 259.850128,0.02259896 281.434662,0.02359767 291.567749,0.02492481 299.227753,0.09441953 299.231964,0.09070055"
L25173_[M+H]+,./lxy-CID30.mzXML,L25173_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","62.108932,0.00725163 72.802757,0.00619083 79.623337,0.00616974 86.093651,0.01244469 86.094704,0.03735146 86.096313,1 96.304543,0.00640275 111.7593,0.00621461 132.101593,0.04109047 141.125336,0.0062846 143.391052,0.0066127 191.200211,0.0065964 231.914474,0.0068113 276.960571,0.00623346 288.77359,0.00646979 291.571564,0.00708362 291.585419,0.00957037 299.200439,0.01098496 299.209106,0.02269272 299.217865,0.0179758"
L25175_[M+H]+,./lxy-CID30.mzXML,L25175_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.304008,0.0177615 74.80764,0.01935743 86.094421,0.03964291 86.096375,1 95.182457,0.01860934 96.703613,0.01736377 96.773422,0.01843803 101.5914,0.01786436 117.400436,0.01946285 132.101944,0.09247584 146.943802,0.01778992 167.372635,0.01775675 183.301651,0.01864881 285.296234,0.01804063 299.208252,0.01758708 299.221741,0.06687725"
L25494_[M+H]+,./lxy-CID30.mzXML,L25494_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","86.092667,0.00595397 86.096527,1 86.098732,0.00667565 86.099892,0.00675013 132.102554,0.09049826"
L25497_[M+H]+,./lxy-CID30.mzXML,L25497_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","86.096527,1 132.102493,0.59271196"
L25499_[M+H]+,./lxy-CID30.mzXML,L25499_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","50.90493,0.00625614 73.02523,0.00616334 83.963463,0.00676407 86.093681,0.01185511 86.094757,0.02822067 86.096359,1 89.479019,0.00629641 99.803284,0.00663357 109.241287,0.00644343 121.089745,0.00614654 173.846725,0.00664545 251.993332,0.00619018 291.574127,0.00671012 299.217102,0.013967 299.225861,0.02693179"
L25500_[M+H]+,./lxy-CID30.mzXML,L25500_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","70.797623,0.00597929 86.093674,0.0101653 86.094612,0.03272887 86.096321,1 132.101822,0.05451696 163.608063,0.00638081 167.20401,0.00667292 220.751297,0.00657472 247.115829,0.00632265 285.918457,0.00599648 299.193665,0.01396797 299.211731,0.01135157 299.224945,0.01371733"
L25708_[M+H]+,./lxy-CID30.mzXML,L25708_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.059143,0.00174114 85.96225,1"
L25775_[M+H]+,./lxy-CID30.mzXML,L25775_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","85.96785,1"
L25892_[M+H]+,./lxy-CID30.mzXML,L25892_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","69.022598,0.00172713 86.032928,1"
L25911_[M+H]+,./lxy-CID30.mzXML,L25911_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","86.040771,1"
L26529_[M+H]+,./lxy-CID30.mzXML,L26529_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","86,1 87,0.1"
